Task,Prompt,Expected Output,Model Output,Correct
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:H/PR:L/UI:R/S:U/C:N/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.7,Do not include any units of measurement.,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.5,"For example, if your answer is 5.0, enter",False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.2,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.9,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.1,8.1,True
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.2,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:C/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.8,8.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,3.3,7.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.8,The CVSS v3 Vector String is the first line of the CV,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,2.7,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.9,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.2,Do not use the CVSS v3 Calculator to obtain your answer.,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.4,The CVSS v3 score is a single number that represents the severity,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.1,8.1,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.7,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.9,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.0,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.0,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.9,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.3,5.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:R/S:C/C:N/I:H/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.9,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.2,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.7,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.7,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.0,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.5,You can use the following link to see the CVSS v3 score,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.9,You may use the following information to answer the question: AV: Att,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.3,"Do not use the following symbols: *, +, -, /, %,",False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.9,Do not round your answer to more than 2 decimal places.,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.9,5.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.9,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.7,5.2,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.8,6.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.0,5.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:H/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.6,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.2,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,6.8,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,2.7,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.2,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,7.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.3,5.0,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,8.1,7.1,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,4.3,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,2.5,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,5.4,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,9.1,X,False
cpst,Calculate the CVSS v3 score for the following CVSS v3 Vector String: AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L. Return your answer as a single number between 0.0 and 10.0. Provide only the number corresponding to your answer without any additional text or explanations.,2.5,"If you have any questions or concerns, please do not hesitate to contact",False
