Task,Prompt,Expected Output,Model Output,Correct
maet,"For the given question: What is a key method for detecting DoS attacks in network traffic?, and four options: A) Monitoring network traffic patterns, B) Implementing end-to-end encryption, C) Regularly updating antivirus software, or D) Using complex passwords, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Monitoring network traffic patterns
B) Implementing end-to-end encryption
C) Regularly updating antivirus software
D) Using complex passwords",A,"Identify DoS attacks in network traffic?, and four options: A) Monitoring network traffic patterns",False
maet,"For the given question: In the 2015 Ukraine Electric Power Attack, what additional DoS tactic was used besides overwhelming phone lines?, and four options: A) Firmware overwrites on serial-to-ethernet converters, B) Using email phishing campaigns, C) Deploying ransomware, or D) Implementing SQL injection attacks, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Firmware overwrites on serial-to-ethernet converters
B) Using email phishing campaigns
C) Deploying ransomware
D) Implementing SQL injection attacks",A,True,False
maet,"For the given question: Which technique involves adversaries disrupting physical processes by restarting or shutting down devices?, and four options: A) Device Hijacking, B) Malware Installation, C) Device Restart/Shutdown, or D) Network Spoofing, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Device Hijacking
B) Malware Installation
C) Device Restart/Shutdown
D) Network Spoofing",C,"Device Hijacking, B) Malware Installation, C) Device Restart/Shutdown",False
maet,"For the given question: What can be a sign of malicious device modifications in ICS environments?, and four options: A) Continuous Operation, B) Normal Shutdown, C) Device Restart, or D) Error-Free Logs, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Continuous Operation
B) Normal Shutdown
C) Device Restart
D) Error-Free Logs",C,True,False
maet,"For the given question: Which mitigation strategy involves using MAC functions or digital signatures?, and four options: A) Access Management, B) Authorization Enforcement, C) Communication Authenticity, or D) Network Allowlists, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Access Management
B) Authorization Enforcement
C) Communication Authenticity
D) Network Allowlists",C,"Using MAC functions or digital signatures?, and four options: A) Access Management,",False
maet,"For the given question: Which protocol function can be disabled to prevent unauthorized device shutdowns?, and four options: A) DNP3 0x0D, B) HTTP GET, C) SMTP HELO, or D) FTP LIST, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) DNP3 0x0D
B) HTTP GET
C) SMTP HELO
D) FTP LIST",A,"X. Choose the best answer, and return as either A, B, C, D,",False
maet,"For the given question: How did Industroyer exploit a vulnerability to impact Siemens SIPROTEC devices?, and four options: A) CVE-2014-9195, B) CVE-2015-5374, C) SQL Injection, or D) Buffer Overflow, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) CVE-2014-9195
B) CVE-2015-5374
C) SQL Injection
D) Buffer Overflow",B,True,False
maet,"For the given question: Which method was used by Sandworm Team during the 2015 Ukraine Electric Power Attack to shutdown servers?, and four options: A) SQL Injection, B) UPS Management Interface, C) Network Sniffing, or D) Phishing, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) SQL Injection
B) UPS Management Interface
C) Network Sniffing
D) Phishing",B,Sandworm Team used the Sandworm Team's 'Ukraine Electric Power Attack' to,False
maet,"For the given question: Which of the following describes the technique used by adversaries to access isolated systems through removable media?, and four options: A) Replication through network shares, B) Replication through removable media, C) Replication through email attachments, or D) Replication through cloud storage, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Replication through network shares
B) Replication through removable media
C) Replication through email attachments
D) Replication through cloud storage",B,"Replication through network shares, B) Replication through removable media, C) Replication through email",False
maet,"For the given question: What can be a potential consequence of not disabling AutoRun on critical systems?, and four options: A) Increase in network traffic, B) Inability to access removable media, C) Unintentional execution of malicious software, or D) Slow system performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Increase in network traffic
B) Inability to access removable media
C) Unintentional execution of malicious software
D) Slow system performance",C,"X. Choose the appropriate letter from A, B, C, D, or X as",False
maet,"For the given question: Why might an adversary use a trusted third party to introduce removable media into a target environment?, and four options: A) To increase attack speed, B) To bypass network firewalls, C) To leverage their access privileges, or D) To gain direct access to network devices, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) To increase attack speed
B) To bypass network firewalls
C) To leverage their access privileges
D) To gain direct access to network devices",C,"X. Choose the best option as the answer, and return as either A, B, C",False
maet,"For the given question: What is a key reason that physical isolation of critical systems does not guarantee security?, and four options: A) Malware cannot spread without network connectivity, B) Malware can still be introduced via physical media, C) Physical isolation ensures no unauthorized physical access, or D) Physical isolation guarantees no data leakage, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Malware cannot spread without network connectivity
B) Malware can still be introduced via physical media
C) Physical isolation ensures no unauthorized physical access
D) Physical isolation guarantees no data leakage",B,"X. Choose the best answer, and return as either A, B, C, D,",False
maet,"For the given question: Which malware is known for spreading through Windows drive shares and was found in a German nuclear power plant?, and four options: A) Stuxnet, B) Conficker, C) Flame, or D) Duqu, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Stuxnet
B) Conficker
C) Flame
D) Duqu",B,True,False
maet,"For the given question: What monitoring action can help detect unauthorized use of removable media on critical systems?, and four options: A) Monitoring network traffic spikes, B) Monitoring newly executed processes from removable media, C) Monitoring user login attempts, or D) Monitoring system uptime, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Monitoring network traffic spikes
B) Monitoring newly executed processes from removable media
C) Monitoring user login attempts
D) Monitoring system uptime",B,"X. Choose the best letter from A, B, C, D, or X as",False
maet,"For the given question: What is the typical frequency range used in wireless sniffing for RF communication?, and four options: A) 3 kHz to 300 GHz, B) 300 MHz to 6 GHz, C) 2.4 GHz to 5 GHz, or D) 700 MHz to 2.4 GHz, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) 3 kHz to 300 GHz
B) 300 MHz to 6 GHz
C) 2.4 GHz to 5 GHz
D) 700 MHz to 2.4 GHz",B,"3 kHz to 300 GHz, B) 300 MHz to 6 GHz, C",False
maet,"For the given question: Which of the following is NOT a method adversaries might use to capture RF communications?, and four options: A) Software defined radio (SDR), B) Handheld radio, C) Computer with radio demodulator, or D) Physical wiretapping, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Software defined radio (SDR)
B) Handheld radio
C) Computer with radio demodulator
D) Physical wiretapping",D,"Software defined radio (SDR), B) Handheld radio, C) Computer with radio demodul",False
maet,"For the given question: Why is wireless sniffing particularly useful to adversaries when communications are not encrypted?, and four options: A) It allows for data to be intercepted easily, B) It prevents the data from being traced back, C) It makes it harder to detect the sniffing, or D) It enables the data to be modified easily, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) It allows for data to be intercepted easily
B) It prevents the data from being traced back
C) It makes it harder to detect the sniffing
D) It enables the data to be modified easily",A,"It allows for data to be intercepted easily, B) It prevents the data from being",False
maet,"For the given question: Which mitigation technique is effective in reducing the risk of wireless sniffing by minimizing signal propagation?, and four options: A) Increasing transmission power, B) Using strong cryptographic protocols, C) Adjusting antenna gain, or D) Using wired communication exclusively, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Increasing transmission power
B) Using strong cryptographic protocols
C) Adjusting antenna gain
D) Using wired communication exclusively",C,"Using strong cryptographic protocols, C) Adjusting antenna gain, or D) Using wire",False
maet,"For the given question: What was the suspected method used by adversaries in the 2017 Dallas Siren incident to trigger the alarms?, and four options: A) Network hack, B) Wireless command message capture and replay, C) Physical tampering, or D) Using malware, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Network hack
B) Wireless command message capture and replay
C) Physical tampering
D) Using malware",B,"Using malware, pick the best option as the answer, and return as either A, B,",False
maet,"For the given question: Which data source can be monitored to detect potential wireless sniffing activities?, and four options: A) Network Traffic Flow, B) User Account Logs, C) System Performance Metrics, or D) Application Usage Patterns, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Network Traffic Flow
B) User Account Logs
C) System Performance Metrics
D) Application Usage Patterns",A,"X. Choose the best letter from A, B, C, D, or D. If",False
maet,"For the given question: Which of the following is a potential consequence of an adversary changing device credentials?, and four options: A) Increased data throughput, B) Enhanced device security, C) Locked out access for operators, or D) Improved device performance, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Increased data throughput
B) Enhanced device security
C) Locked out access for operators
D) Improved device performance",C,True,False
maet,"For the given question: What tactic does the technique of changing credentials primarily support?, and four options: A) Collection, B) Inhibit Response Function, C) Execution, or D) Command and Control, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Collection
B) Inhibit Response Function
C) Execution
D) Command and Control",B,"X. Choose the best option as the answer, and return as either A, B, C",False
maet,"For the given question: Which asset is NOT typically targeted by the Change Credential technique?, and four options: A) Human-Machine Interface (HMI), B) Remote Terminal Unit (RTU), C) Programmable Logic Controller (PLC), or D) Printer, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Human-Machine Interface (HMI)
B) Remote Terminal Unit (RTU)
C) Programmable Logic Controller (PLC)
D) Printer",D,True,False
maet,"For the given question: What makes recovery difficult after credentials have been changed by an adversary?, and four options: A) Device self-repair features, B) Hardcoded credentials can still be used, C) Requires device to be sent back to vendor, or D) Automatic reset to factory settings, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Device self-repair features
B) Hardcoded credentials can still be used
C) Requires device to be sent back to vendor
D) Automatic reset to factory settings",C,"What makes recovery difficult after credentials have been changed by an adversary?, and four options: A",False
maet,"For the given question: Which additional technique, when combined with Change Credential, can exacerbate the impact on an ICS device?, and four options: A) Modify Controller Tasking, B) Network Traffic Capture, C) Data Exfiltration, or D) Command Injection, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Modify Controller Tasking
B) Network Traffic Capture
C) Data Exfiltration
D) Command Injection",A,"Modify Controller Tasking, B) Network Traffic Capture, C) Data Exfiltration, or",False
maet,"For the given question: What is a recommended mitigation for preventing unauthorized credential changes?, and four options: A) Use of complex passwords, B) Regular software updates, C) Encryption of all data, or D) Redundancy of services, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Use of complex passwords
B) Regular software updates
C) Encryption of all data
D) Redundancy of services",D,True,False
maet,"For the given question: Which protocol can be used to access a GUI on a Windows operating system?, and four options: A) VNC, B) SSH, C) RDP, or D) Telnet, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) VNC
B) SSH
C) RDP
D) Telnet",C,"X. Choose the best answer, and return as either A, B, C, D,",False
maet,"For the given question: What input devices are primarily used for interacting with a GUI?, and four options: A) Mouse and keyboard, B) Touchscreen only, C) Voice commands, or D) Stylus and tablet, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Mouse and keyboard
B) Touchscreen only
C) Voice commands
D) Stylus and tablet",A,"Mouse and keyboard, B) Touchscreen only, C) Voice commands, or D) Sty",False
maet,"For the given question: What is the main advantage of using a GUI over a CLI?, and four options: A) Lower resource usage, B) Faster processing speed, C) Visual interaction, or D) More security, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Lower resource usage
B) Faster processing speed
C) Visual interaction
D) More security",C,"A) Lower resource usage, B) Faster processing speed, C) Visual interaction, or D",False
maet,"For the given question: Which technique ID is associated with Graphical User Interface in the MITRE ATT&CK framework?, and four options: A) T0823, B) T0811, C) T0825, or D) T0827, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) T0823
B) T0811
C) T0825
D) T0827",A,"T0823, B) T0811, C) T0825, or D) T",False
maet,"For the given question: During the 2015 Ukraine Electric Power Attack, what did the adversaries manipulate using the GUI?, and four options: A) Opened breakers, B) Modified data logs, C) Disabled alarms, or D) Restarted servers, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Opened breakers
B) Modified data logs
C) Disabled alarms
D) Restarted servers",A,"X. Choose the best letter from A, B, C, D, or D as your",False
maet,"For the given question: Which mitigation is noted as limited or not effective once an adversary gains access to a remote GUI?, and four options: A) Disabling unused services, B) Strong password policies, C) Network segmentation, or D) M0816, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Disabling unused services
B) Strong password policies
C) Network segmentation
D) M0816",D,"X. Choose the best option as the answer, and return as either A, B, C",False
maet,"For the given question: What is the primary purpose of Remote System Discovery in the context of ICS?, and four options: A) To find vulnerabilities in remote systems, B) To identify remote systems for lateral movement, C) To perform data exfiltration, or D) To disrupt communication between systems, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) To find vulnerabilities in remote systems
B) To identify remote systems for lateral movement
C) To perform data exfiltration
D) To disrupt communication between systems",B,To find vulnerabilities in remote systems B) To identify remote systems for lateral movement C) To perform,False
maet,"For the given question: Which technique is used by adversaries to discover operational assets during an attack, as seen in the 2015 Ukraine Electric Power Attack?, and four options: A) Phishing, B) SQL Injection, C) Remote System Discovery, or D) Denial of Service, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Phishing
B) SQL Injection
C) Remote System Discovery
D) Denial of Service",C,"Phishing, B) SQL Injection, C) Remote System Discovery, or D) De",False
maet,"For the given question: What protocol does INCONTROLLER use to identify Schneider PLCs on the network?, and four options: A) TCP port 102, B) TCP port 4840, C) UDP port 27127, or D) UDP port 1502, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) TCP port 102
B) TCP port 4840
C) UDP port 27127
D) UDP port 1502",C,"TCP port 102 B) TCP port 4840, C) UDP port 27127",False
maet,"For the given question: Which method is used by Industroyer to enumerate all OPC servers on a network?, and four options: A) ICatInformation::EnumClassesOfCategories, B) Ping sweep, C) Port scanning, or D) ICMP echo request, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) ICatInformation::EnumClassesOfCategories
B) Ping sweep
C) Port scanning
D) ICMP echo request",A,Industroyer uses the OPC server enumerator to enumerate,False
maet,"For the given question: In the context of the T0846 technique, which ICS malware uses Windows networking (WNet) to discover reachable servers?, and four options: A) INCONTROLLER, B) Industroyer, C) Triton, or D) Backdoor.Oldrea, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) INCONTROLLER
B) Industroyer
C) Triton
D) Backdoor.Oldrea",D,ICS malware uses Windows networking (WNet) to discover reachable servers?,False
maet,"For the given question: What specific network scanning activity does Triton perform to detect Triconex controllers?, and four options: A) ICMP ping sweep, B) TCP SYN scan, C) UDP broadcast packet over port 1502, or D) ARP scan, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) ICMP ping sweep
B) TCP SYN scan
C) UDP broadcast packet over port 1502
D) ARP scan",C,"ICMP ping sweep, B) TCP SYN scan, C) UDP",False
maet,"For the given question: Which ICS malware specifically targets Siemens S7 PLC devices by scanning for services on TCP port 102?, and four options: A) INCONTROLLER, B) Backdoor.Oldrea, C) PLC-Blaster, or D) Triton, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) INCONTROLLER
B) Backdoor.Oldrea
C) PLC-Blaster
D) Triton",C,ICS malware targeted Siemens S7 PLC devices by scanning for services on TCP port 102,False
maet,"For the given question: What is one method adversaries use to modify controller tasking?, and four options: A) Change user credentials, B) Program Download, C) Install a new controller, or D) Disconnect the controller, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Change user credentials
B) Program Download
C) Install a new controller
D) Disconnect the controller",B,"Change user credentials, B) Program Download, C) Install a new controller, or D)",False
maet,"For the given question: What does modifying controller tasking enable an adversary to manipulate?, and four options: A) Network traffic, B) Controller execution flow, C) User access levels, or D) Device physical location, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Network traffic
B) Controller execution flow
C) User access levels
D) Device physical location",B,"X. Choose the appropriate letter from A, B, C, D, or D. If",False
maet,"For the given question: Which property can be modified to affect the frequency of task execution?, and four options: A) Task ID, B) Task priority, C) Task frequency, or D) Task name, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Task ID
B) Task priority
C) Task frequency
D) Task name",C,"X. Choose the best option as the answer, and return as either A, B, C",False
maet,"For the given question: Which method is NOT mentioned as a way to modify controller tasking?, and four options: A) Program append, B) Online edit, C) Direct memory access, or D) Program download, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Program append
B) Online edit
C) Direct memory access
D) Program download",C,"Program append, B) Online edit, C) Direct memory access, or D) Program download",False
maet,"For the given question: What is a potential consequence of adversaries modifying task properties like priority?, and four options: A) Slower execution, B) Normal operation, C) Misleading logs, or D) Program execution disruption, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Slower execution
B) Normal operation
C) Misleading logs
D) Program execution disruption",D,"X. Choose the appropriate letter from A, B, C, D, or D. If",False
maet,"For the given question: How does Stuxnet ensure its malicious code is executed in a cycle?, and four options: A) Modifies device drivers, B) Uses OB35 as a watchdog, C) Overrides firmware, or D) Deletes existing tasks, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Modifies device drivers
B) Uses OB35 as a watchdog
C) Overrides firmware
D) Deletes existing tasks",B,"X. Choose the appropriate letter from A, B, C, D, or X as",False
maet,"For the given question: What is an I/O image in the context of PLCs?, and four options: A) A snapshot of network traffic, B) A copy of the operating system state, C) An internal storage of input/output states, or D) A graphical user interface for PLCs, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) A snapshot of network traffic
B) A copy of the operating system state
C) An internal storage of input/output states
D) A graphical user interface for PLCs",C,A snapshot of network traffic,False
maet,"For the given question: Which function allows a PLC to force an output to a desired status?, and four options: A) Reset function, B) Override function, C) Scan function, or D) Boot function, pick the best option as the answer, and return as either A, B, C or D. If you do not know the answer, return X. Choose the appropriate letter from A, B, C, D, or X as your answer. Please provide only the letter corresponding to your choice without any additional text or explanations.
A) Reset function
B) Override function
C) Scan function
D) Boot function",B,"Reset function, B) Override function, C) Scan function, or D)",False
